Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,158.77999877929688,160.72999572753906,158.3300018310547,160.6199951171875,153.63070678710938,22622100
2020-01-03,158.32000732421875,159.9499969482422,158.05999755859375,158.6199951171875,151.71771240234375,21116200
2020-01-06,157.0800018310547,159.10000610351562,156.50999450683594,159.02999877929688,152.10987854003906,20813700
2020-01-07,159.32000732421875,159.6699981689453,157.32000732421875,157.5800018310547,150.7229766845703,21634100
2020-01-08,158.92999267578125,160.8000030517578,157.9499969482422,160.08999633789062,153.12374877929688,27746500
2020-01-09,161.83999633789062,162.22000122070312,161.02999877929688,162.08999633789062,155.03672790527344,21385000
2020-01-10,162.82000732421875,163.22000122070312,161.17999267578125,161.33999633789062,154.31936645507812,20725900
2020-01-13,161.75999450683594,163.30999755859375,161.25999450683594,163.27999877929688,156.17495727539062,21626500
2020-01-14,163.38999938964844,163.60000610351562,161.72000122070312,162.1300048828125,155.0749969482422,23477400
2020-01-15,162.6199951171875,163.94000244140625,162.57000732421875,163.17999267578125,156.07928466796875,21417900
2020-01-16,164.35000610351562,166.24000549316406,164.02999877929688,166.1699981689453,158.93919372558594,23865400
2020-01-17,167.4199981689453,167.47000122070312,165.42999267578125,167.10000610351562,159.82870483398438,34371700
2020-01-21,166.67999267578125,168.19000244140625,166.42999267578125,166.5,159.25485229492188,29517200
2020-01-22,167.39999389648438,167.49000549316406,165.67999267578125,165.6999969482422,158.4896240234375,24138800
2020-01-23,166.19000244140625,166.8000030517578,165.27000427246094,166.72000122070312,159.4652557373047,19680800
2020-01-24,167.50999450683594,167.52999877929688,164.4499969482422,165.0399932861328,157.85836791992188,24918100
2020-01-27,161.14999389648438,163.3800048828125,160.1999969482422,162.27999877929688,155.21844482421875,32078100
2020-01-28,163.77999877929688,165.75999450683594,163.07000732421875,165.4600067138672,158.2600860595703,24899900
2020-01-29,167.83999633789062,168.75,165.69000244140625,168.0399932861328,160.72779846191406,34754500
2020-01-30,174.0500030517578,174.0500030517578,170.7899932861328,172.77999877929688,165.2615966796875,51597500
2020-01-31,172.2100067138672,172.39999389648438,169.5800018310547,170.22999572753906,162.822509765625,36142700
2020-02-03,170.42999267578125,174.5,170.39999389648438,174.3800048828125,166.79193115234375,30107000
2020-02-04,177.13999938964844,180.63999938964844,176.30999755859375,180.1199951171875,172.28213500976562,36433300
2020-02-05,184.02999877929688,184.1999969482422,178.41000366210938,179.89999389648438,172.0717315673828,39186300
2020-02-06,180.97000122070312,183.82000732421875,180.05999755859375,183.6300048828125,175.63943481445312,27751400
2020-02-07,182.85000610351562,185.6300048828125,182.47999572753906,183.88999938964844,175.88812255859375,33529100
2020-02-10,183.5800018310547,188.83999633789062,183.25,188.6999969482422,180.48875427246094,35844300
2020-02-11,190.64999389648438,190.6999969482422,183.5,184.44000244140625,176.4141845703125,53159900
2020-02-12,185.5800018310547,185.85000610351562,181.85000610351562,184.7100067138672,176.6724395751953,47062900
2020-02-13,183.0800018310547,186.22999572753906,182.8699951171875,183.7100067138672,175.71597290039062,35295800
2020-02-14,183.25,185.41000366210938,182.64999389648438,185.35000610351562,177.28453063964844,23149500
2020-02-18,185.61000061035156,187.6999969482422,185.5,187.22999572753906,179.08274841308594,27792200
2020-02-19,188.05999755859375,188.17999267578125,186.47000122070312,187.27999877929688,179.6198272705078,29997500
2020-02-20,186.9499969482422,187.25,181.10000610351562,184.4199981689453,176.87681579589844,36862400
2020-02-21,183.1699981689453,183.5,177.25,178.58999633789062,171.2853240966797,48572600
2020-02-24,167.77000427246094,174.5500030517578,163.22999572753906,170.88999938964844,163.90023803710938,68311100
2020-02-25,174.1999969482422,174.83999633789062,167.64999389648438,168.07000732421875,161.1956024169922,68073300
2020-02-26,169.7100067138672,173.25999450683594,168.2100067138672,170.1699981689453,163.209716796875,56206100
2020-02-27,163.32000732421875,167.02999877929688,157.97999572753906,158.17999267578125,151.71014404296875,93174900
2020-02-28,152.41000366210938,163.7100067138672,152.0,162.00999450683594,155.38348388671875,97012700
2020-03-02,165.30999755859375,172.9199981689453,162.30999755859375,172.7899932861328,165.72256469726562,71030800
2020-03-03,173.8000030517578,175.0,162.25999450683594,164.50999450683594,157.7812042236328,71677000
2020-03-04,168.49000549316406,170.6999969482422,165.6199951171875,170.5500030517578,163.57415771484375,49814400
2020-03-05,166.0500030517578,170.8699951171875,165.69000244140625,166.27000427246094,159.46925354003906,47817300
2020-03-06,162.61000061035156,163.11000061035156,156.0,161.57000732421875,154.96145629882812,72821100
2020-03-09,151.0,157.75,150.0,150.6199951171875,144.45933532714844,70419300
2020-03-10,158.16000366210938,161.02999877929688,152.5800018310547,160.9199981689453,154.3380584716797,65354400
2020-03-11,157.1300048828125,157.6999969482422,151.14999389648438,153.6300048828125,147.34620666503906,56371600
2020-03-12,145.3000030517578,153.47000122070312,138.5800018310547,139.05999755859375,133.37213134765625,93226400
2020-03-13,147.5,161.91000366210938,140.72999572753906,158.8300018310547,152.33352661132812,92727400
2020-03-16,140.0,149.35000610351562,135.0,135.4199981689453,129.88104248046875,87905900
2020-03-17,140.0,147.5,135.0,146.57000732421875,140.57501220703125,81059800
2020-03-18,138.0,146.0,135.02000427246094,140.39999389648438,134.65733337402344,81593200
2020-03-19,142.77000427246094,150.14999389648438,139.0,142.7100067138672,136.87286376953125,85922700
2020-03-20,146.0,147.10000610351562,135.86000061035156,137.35000610351562,131.73211669921875,84866200
2020-03-23,137.00999450683594,140.57000732421875,132.52000427246094,135.97999572753906,130.41812133789062,78975200
2020-03-24,143.75,149.60000610351562,141.27000427246094,148.33999633789062,142.27264404296875,82516700
2020-03-25,148.91000366210938,154.3300018310547,144.44000244140625,146.9199981689453,140.9106903076172,75638200
2020-03-26,148.39999389648438,156.66000366210938,148.3699951171875,156.11000061035156,149.72479248046875,64568100
2020-03-27,151.75,154.88999938964844,149.1999969482422,149.6999969482422,143.5769500732422,57042300
2020-03-30,152.44000244140625,160.60000610351562,150.00999450683594,160.22999572753906,153.67626953125,63420300
2020-03-31,159.39999389648438,164.77999877929688,156.55999755859375,157.7100067138672,151.25933837890625,77927200
2020-04-01,153.0,157.75,150.82000732421875,152.11000061035156,145.88836669921875,57969900
2020-04-02,151.86000061035156,155.47999572753906,150.36000061035156,155.25999450683594,148.9095458984375,49630700
2020-04-03,155.10000610351562,157.3800048828125,152.19000244140625,153.8300018310547,147.5380401611328,41243300
2020-04-06,160.32000732421875,166.5,157.5800018310547,165.27000427246094,158.51014709472656,67111700
2020-04-07,169.58999633789062,170.0,163.25999450683594,163.49000549316406,156.80294799804688,62769000
2020-04-08,165.6699981689453,166.6699981689453,163.5,165.1300048828125,158.3758544921875,48318200
2020-04-09,166.36000061035156,167.3699951171875,163.3300018310547,165.13999938964844,158.3854522705078,51385100
2020-04-13,164.35000610351562,165.57000732421875,162.3000030517578,165.50999450683594,158.7402801513672,41905300
2020-04-14,169.0,173.75,168.0,173.6999969482422,166.5952911376953,52874300
2020-04-15,171.1999969482422,173.57000732421875,169.24000549316406,171.8800048828125,164.8497314453125,40940800
2020-04-16,174.3000030517578,177.27999877929688,172.89999389648438,177.0399932861328,169.79869079589844,50479600
2020-04-17,179.5,180.0,175.8699951171875,178.60000610351562,171.294921875,52765600
2020-04-20,176.6300048828125,178.75,174.99000549316406,175.05999755859375,167.89971923828125,36669600
2020-04-21,173.5,173.6699981689453,166.11000061035156,167.82000732421875,160.95582580566406,56203700
2020-04-22,171.38999938964844,174.0,170.82000732421875,173.52000427246094,166.4226837158203,34620200
2020-04-23,174.11000061035156,175.05999755859375,170.91000366210938,171.4199981689453,164.40858459472656,32790800
2020-04-24,172.05999755859375,174.55999755859375,170.7100067138672,174.5500030517578,167.4105224609375,34277600
2020-04-27,176.58999633789062,176.89999389648438,173.3000030517578,174.0500030517578,166.93104553222656,33194400
2020-04-28,175.58999633789062,175.6699981689453,169.38999938964844,169.80999755859375,162.8644256591797,34392700
2020-04-29,173.22000122070312,177.67999267578125,171.8800048828125,177.42999267578125,170.17274475097656,51286600
2020-04-30,180.0,180.39999389648438,176.22999572753906,179.2100067138672,171.8799591064453,53875900
2020-05-01,175.8000030517578,178.63999938964844,174.00999450683594,174.57000732421875,167.4297332763672,39370500
2020-05-04,174.49000549316406,179.0,173.8000030517578,178.83999633789062,171.5250701904297,30372900
2020-05-05,180.6199951171875,183.64999389648438,179.89999389648438,180.75999450683594,173.36654663085938,36839200
2020-05-06,182.0800018310547,184.1999969482422,181.6300048828125,182.5399932861328,175.07376098632812,32139300
2020-05-07,184.1699981689453,184.5500030517578,182.5800018310547,183.60000610351562,176.09042358398438,28316000
2020-05-08,184.97999572753906,185.0,183.36000061035156,184.67999267578125,177.12620544433594,30877800
2020-05-11,183.14999389648438,187.50999450683594,182.85000610351562,186.74000549316406,179.10195922851562,30892700
2020-05-12,186.8000030517578,187.0399932861328,182.3000030517578,182.50999450683594,175.0449981689453,32038200
2020-05-13,182.5500030517578,184.0500030517578,176.5399932861328,179.75,172.39785766601562,44711500
2020-05-14,177.5399932861328,180.69000244140625,175.67999267578125,180.52999877929688,173.14593505859375,41873900
2020-05-15,179.05999755859375,187.05999755859375,177.0,183.16000366210938,175.66839599609375,46610400
2020-05-18,185.75,186.1999969482422,183.9600067138672,184.91000366210938,177.34683227539062,35264500
2020-05-19,185.02999877929688,186.60000610351562,183.49000549316406,183.6300048828125,176.11917114257812,26799100
2020-05-20,184.80999755859375,185.85000610351562,183.94000244140625,185.66000366210938,178.56204223632812,31261300
2020-05-21,185.39999389648438,186.6699981689453,183.2899932861328,183.42999267578125,176.41732788085938,29119500
2020-05-22,183.19000244140625,184.4600067138672,182.5399932861328,183.50999450683594,176.4942169189453,20826900
2020-05-26,186.33999633789062,186.5,181.10000610351562,181.57000732421875,174.62841796875,36073600
2020-05-27,180.1999969482422,181.99000549316406,176.60000610351562,181.80999755859375,174.85923767089844,39517100
2020-05-28,180.74000549316406,184.14999389648438,180.3800048828125,181.39999389648438,174.4649200439453,33810200
2020-05-29,182.72999572753906,184.27000427246094,180.41000366210938,183.25,176.24420166015625,42130400
2020-06-01,182.5399932861328,183.0,181.4600067138672,182.8300018310547,175.84024047851562,22622400
2020-06-02,184.25,185.0,181.35000610351562,184.91000366210938,177.84075927734375,30794600
2020-06-03,184.82000732421875,185.94000244140625,183.5800018310547,185.36000061035156,178.2735595703125,27311000
2020-06-04,184.3000030517578,185.83999633789062,182.3000030517578,182.9199981689453,175.92678833007812,28761800
2020-06-05,182.6199951171875,187.72999572753906,182.00999450683594,187.1999969482422,180.0431671142578,39893600
2020-06-08,185.94000244140625,188.5500030517578,184.44000244140625,188.36000061035156,181.15882873535156,33211600
2020-06-09,188.0,190.6999969482422,187.25999450683594,189.8000030517578,182.54376220703125,29783900
2020-06-10,191.1300048828125,198.52000427246094,191.00999450683594,196.83999633789062,189.31463623046875,43872300
2020-06-11,193.1300048828125,195.75999450683594,186.07000732421875,186.27000427246094,179.1487274169922,52854700
2020-06-12,190.5399932861328,191.72000122070312,185.17999267578125,187.74000549316406,180.5625457763672,43373600
2020-06-15,184.5800018310547,190.82000732421875,184.00999450683594,188.94000244140625,181.7166748046875,32770200
